TIME,GAS_DCS,GAS_F2,GAS_N2_1,GAS_N2_2,GAS_N2_3,GAS_N2_4,GAS_N2_LOADING_AREA,GAS_N2_NR,GAS_NH3,PRESSURE_APC_ANGLE,PRESSURE_VG1,PRESSURE_VG2,TEMP_PROFILE_1,TEMP_PROFILE_2,TEMP_PROFILE_3,TEMP_PROFILE_4,TEMP_PROFILE_5
2023-10-02 12:13:50.545,0.0,0.0,1.0,0.0,0.0,1.001,398.921,0.299,0.0,100.0,0.25047423294747,1.385403792367063,616.8092992697909,618.2790686338693,619.1082968629328,618.5467212504547,613.7441032121686
2023-10-02 12:13:51.540,0.0,0.0,1.0,0.0,0.0,1.001,398.72,0.3,0.0,100.00485227914729,0.2426686783276292,1.3507799780716798,616.8158652856372,618.216312765205,618.9270748658818,618.5254159513719,613.3801492298397
2023-10-02 12:13:52.535,0.0,0.0,1.002,0.0,0.0,1.001,399.92,0.299,0.0,100.04437165197476,0.2591872668442582,1.359308627123733,616.7435399474455,618.3393963098877,619.0350348790928,618.1271508183788,613.5981730769334
2023-10-02 12:13:53.530,0.0,0.0,1.001,0.0,0.0,0.0,399.0100000000001,0.299,9.182,100.0,0.25477267509459,1.450224776876597,616.7016868570767,618.3853839426463,619.0912521537258,618.1059805860874,613.4745840453106
2023-10-02 12:13:54.525,0.0,0.0,1.001,0.0,0.0,0.0,399.512,0.3,10.015,100.0,0.4714368203777388,1.5428322988892371,616.856425570159,618.3727435742022,619.2792403097922,618.3705766864513,613.4865309471385
2023-10-02 12:13:55.520,0.0,0.0,1.0,0.0,0.0,0.0,398.933,0.302,10.0,100.0,0.5799333606213816,1.670489877216148,616.8585186311534,618.4376213844804,619.0079434052764,618.5224990421976,613.347620280675
2023-10-02 12:13:56.515,0.109,0.0,1.002,0.0,0.0,0.0,398.72,0.303,10.0,100.0,0.5951141771443211,1.7760440123215318,616.7405865410159,618.4482730464284,619.2628370005716,618.0772110410477,613.2736838331807
2023-10-02 12:13:57.510,0.516,0.0,1.001,0.0,0.0,0.0,399.512,0.3,10.0,100.0,0.6016913431701141,1.7403795512309723,616.7137147606849,618.3650561890086,619.2601677206333,618.7875779062438,613.517848341939
2023-10-02 12:13:58.505,0.913,0.0,1.003,0.0,0.0,0.0,399.918,0.3,10.0,100.0,0.6058302402039782,1.6404457907787209,616.801066393553,618.323779946051,619.3147179638272,618.6685352283091,613.5042101034168
2023-10-02 12:13:59.500,1.005,0.0,1.0,0.0,0.0,0.0,399.209,0.3,10.0,100.0,0.6041705610633883,1.6550541301944666,616.7792607952966,618.2281410198983,619.07435719879,618.0870645950213,613.8696660016341
2023-10-02 12:14:00.495,1.008,0.0,1.001,0.0,0.0,0.0,399.109,0.3,10.0,100.01602920373313,0.6031172147417215,1.777176326192898,616.7545238099664,618.2965380544263,618.965504996081,618.272511969994,613.2564196782885
2023-10-02 12:14:01.490,1.011,0.0,1.002,0.0,0.0,0.0,399.52,0.299,10.0,100.0,0.5938447574148645,1.6476709188627832,616.78228964928,618.2396571286012,619.2255471101499,618.9770650970019,613.3929712062586
2023-10-02 12:14:02.485,1.011,0.0,1.0,0.0,0.0,0.0,399.92,0.299,10.0,100.0,0.6002991664393529,1.669229119215695,616.7321520456994,618.2533333391219,619.2784695677587,618.1704768505977,613.4428953280064
2023-10-02 12:14:03.480,1.013,0.0,0.998,0.0,0.0,0.982,399.921,0.299,0.0,100.0,0.5811729735151894,1.6965663898101564,616.7237166826811,618.3806099557155,619.0524285318745,618.9610215968466,613.245002280742
2023-10-02 12:14:04.475,0.15,0.0,0.997,0.0,0.0,1.002,398.732,0.301,0.0,100.0,0.3219395770045286,1.5800628535438952,616.7695949644456,618.2832296567318,619.2204447074442,618.7064416227638,613.5475481111333
2023-10-02 12:14:05.470,0.0,0.0,1.0,0.0,0.0,1.0,399.512,0.299,0.0,100.0,0.2497977771849663,1.395658928835251,616.7553508197035,618.3346145016072,619.3345832038996,618.0826826798003,613.4141340368656
2023-10-02 12:14:06.465,0.0,0.0,0.0,0.0,0.0,1.001,398.82,0.299,0.0,55.49952763613906,0.2622897052989041,1.3509135153524423,616.7532959786971,618.4539695310439,619.2520141312317,618.2847686919819,613.1338884445911
2023-10-02 12:14:07.460,0.0,0.0,0.0,0.0,0.0,1.004,398.521,0.3,0.0,1.2010748877544228,1.179639111022876,2.182193436904491,616.7678609240359,618.3338197954853,619.0602340501079,618.1709896443059,613.4312602638653
2023-10-02 12:14:08.455,0.0,0.0,0.989,0.0,0.0,0.996,399.512,0.299,0.0,38.4865604184586,2.342879338262773,3.44494551605729,616.8488958646268,618.2906770654747,619.3283069993603,618.8908987660833,613.8448729333705
2023-10-02 12:14:09.450,0.0,0.0,1.001,0.0,0.0,1.001,398.619,0.302,0.0,100.0,0.8165858637488905,2.197752306979601,616.8312230486628,618.2055435466675,619.3226450093056,618.4441368887045,613.322131961217
2023-10-02 12:14:10.445,0.0,0.0,1.001,0.0,0.0,1.0,399.009,0.297,0.0,100.0,0.3132750850497345,1.5713258662743403,616.7569828812566,618.2284309155522,619.3279975619809,618.8912242588993,613.6252914928477
2023-10-02 12:14:11.440,0.0,0.0,1.001,0.0,0.0,1.0,398.5220000000001,0.299,0.0,100.0,0.2511034066663349,1.47423285056306,616.7059039104752,618.4879972995994,618.9599649103728,618.7412890928457,613.6559968028282
2023-10-02 12:14:12.435,0.0,0.0,1.001,0.0,0.0,1.0,399.22,0.299,0.0,100.02126041480491,0.2597258982901783,1.4014850965997627,616.7827459594145,618.324591242977,619.1885540619612,618.0878679215698,613.4846190203418
2023-10-02 12:14:13.430,0.0,0.0,1.001,0.0,0.0,0.999,399.121,0.3,0.0,100.02960706594553,0.2683677524917445,1.389794954775065,616.7793329192816,618.5840300806944,619.2273851017474,618.8739446664051,613.8236248044228
2023-10-02 12:14:14.425,0.0,0.0,1.003,0.0,0.0,0.691,399.02,0.3,0.0,100.0,0.253537444462028,1.3294752749424317,616.8403191093088,618.5146782074414,619.2384904130736,618.01591255453,613.8930116026637
2023-10-02 12:14:15.420,0.0,0.0,1.0,0.0,0.0,0.0,399.209,0.299,10.0,100.0,0.2602716211067773,1.3962636692096593,616.8270307957799,618.4180884806891,619.2201561244931,618.3981474990759,613.5759691289242
2023-10-02 12:14:16.415,0.0,0.0,1.001,0.0,0.0,0.0,399.731,0.3,10.0,100.0,0.5625120622107206,1.790729191409374,616.8569557084519,618.5527857558227,618.9841474220899,618.2866891552707,613.4944931185605
2023-10-02 12:14:17.410,0.0,0.0,1.001,0.0,0.0,0.0,399.608,0.301,10.0,100.0,0.5961037295466646,1.7138162321485153,616.8438139124466,618.3878275394815,619.2466717183535,618.4708219210368,613.1055059038945
2023-10-02 12:14:18.405,0.326,0.0,0.999,0.0,0.0,0.0,399.12,0.3,10.0,100.0,0.5859559745423325,1.791885654818518,616.8575373597865,618.3828758514561,619.0010684510611,618.8596684496301,613.2339393480778
2023-10-02 12:14:19.400,0.725,0.0,1.0,0.0,0.0,0.0,399.021,0.301,10.0,100.0,0.5939462296103131,1.6938421897214553,616.8749120046459,618.311800840497,619.0574181928864,618.9437192350389,613.1861156346185
2023-10-02 12:14:20.395,1.008,0.0,1.002,0.0,0.0,0.0,399.222,0.3,10.0,100.0,0.5829788548732334,1.7987146713839015,616.8837648661095,618.5226555939096,619.0094827212407,618.6238929685604,613.3397273727218
